CustomerID,InvoiceNo,InvoiceDate,Amount
C067,1797,2025-02-20,1104.71
C004,1798,2024-01-15,1518.89
C034,1799,2025-10-14,996.77
C057,1800,2024-11-23,1567.26
C009,1801,2024-09-10,787.09
C086,1802,2025-04-04,106.15
C055,1803,2024-02-11,1841.64
C091,1804,2025-02-04,1736.24
C095,1805,2024-09-04,123.67
C065,1806,2024-12-10,179
C058,1807,2025-01-18,640.68
C083,1808,2024-09-10,468.72
C008,1809,2024-02-20,209.69
C036,1810,2024-02-13,1391.85
C090,1811,2025-10-31,442.04
C058,1812,2024-02-25,89.85
C036,1813,2025-03-23,1460.65
C028,1814,2025-11-27,610.77
C062,1815,2024-04-11,928
C097,1816,2025-02-04,470.44
C062,1817,2025-04-12,1792.14
C057,1818,2025-06-09,570.01
C062,1819,2024-06-11,486.35
C097,1820,2024-06-04,466.96
C067,1821,2024-09-24,1575.38
C053,1822,2024-03-18,1933.71
C100,1823,2025-04-23,889.81
C004,1824,2024-04-16,490
C080,1825,2024-10-09,1769.69
C066,1826,2024-06-26,1343.88
C006,1827,2025-01-15,627.61
C074,1828,2025-10-29,533.7
C065,1829,2024-11-18,1487.81
C059,1830,2025-09-30,968.05
C032,1831,2024-05-29,484.55
C041,1832,2024-06-20,1880.94
C040,1833,2024-07-11,54.95
C083,1834,2025-03-30,842.78
C035,1835,2024-08-12,372.97
C059,1836,2025-12-30,1214.66
C007,1837,2024-02-24,1463.79
C063,1838,2025-11-10,1643.21
C021,1839,2025-06-10,1852.39
C048,1840,2024-11-23,79.64
C035,1841,2025-01-17,719.66
C028,1842,2025-03-27,458.12
C084,1843,2024-12-19,253.69
C056,1844,2025-06-17,1347.54
C081,1845,2024-02-20,1751.56
C019,1846,2024-05-16,1937.67
C063,1847,2025-08-29,1795.24
C047,1848,2024-11-25,1055.48
C047,1849,2025-06-15,1121.98
C015,1850,2024-10-10,1706.45
C057,1851,2025-08-11,1459.98
C013,1852,2025-08-26,1428.58
C079,1853,2024-08-26,1805.68
C037,1854,2024-09-13,134.69
C038,1855,2024-02-05,1401.95
C040,1856,2024-09-27,813.32
C078,1857,2024-03-24,1536.8
C063,1858,2025-10-30,1381.13
C007,1859,2024-01-16,1924.17
C056,1860,2024-07-02,1379
C093,1861,2025-09-03,1339.1
C051,1862,2024-06-11,1497.7
C099,1863,2025-03-27,377.43
C076,1864,2025-10-06,557.28
C045,1865,2025-09-16,1440.12
C100,1866,2025-08-20,646.92
C051,1867,2024-04-27,1665.83
C021,1868,2024-11-30,814.32
C076,1869,2025-01-30,1081.68
C038,1870,2025-03-02,1878.03
C019,1871,2025-01-30,1093.49
C058,1872,2024-07-08,1675.9
C053,1873,2025-04-15,215.99
C003,1874,2024-03-06,1089.25
C067,1875,2024-11-25,761.56
C052,1876,2024-06-14,1532.33
C069,1877,2024-09-22,1905.27
C048,1878,2025-07-08,497.29
C049,1879,2024-04-01,949.8
C028,1880,2025-07-01,1830.84
C070,1881,2025-01-08,636.72
C031,1882,2024-09-28,413.07
C043,1883,2025-11-21,1582.39
C030,1884,2024-02-17,1842.94
C081,1885,2024-09-04,1797.47
C006,1886,2025-10-18,1181.92
C075,1887,2025-10-16,1608.04
C086,1888,2024-08-30,1283.87
C059,1889,2025-12-18,1593.58
C033,1890,2024-10-27,1122.31
C016,1891,2024-01-04,947.18
C033,1892,2025-11-06,1350.27
C018,1893,2025-11-22,1956.3
C044,1894,2025-06-20,1314.65
C085,1895,2025-09-08,1681.75
C020,1896,2024-07-28,962.26
C049,1897,2025-12-24,839.78
C009,1898,2025-10-10,1518.19
C090,1899,2025-05-11,490.6
C024,1900,2025-03-26,750.05
C023,1901,2024-02-29,1476.92
C007,1902,2025-10-19,1553.4
C073,1903,2025-07-21,712.28
C071,1904,2024-06-13,1206.37
C026,1905,2024-02-16,1650.31
C048,1906,2024-11-10,393.72
C079,1907,2025-02-02,305.32
C052,1908,2024-10-04,839.94
C083,1909,2025-10-13,300.82
C076,1910,2024-09-05,1048.57
C040,1911,2025-06-03,947.51
C085,1912,2024-09-09,1417.95
C082,1913,2024-01-19,874.73
C037,1914,2024-06-30,606.07
C030,1915,2025-01-24,1050.65
C100,1916,2025-05-20,822.32
C099,1917,2025-08-27,529.04
C039,1918,2024-12-30,1292
C092,1919,2025-06-09,1509.04
C015,1920,2024-04-06,917.34
C078,1921,2025-03-27,529.33
C008,1922,2025-08-05,898.37
C092,1923,2025-03-22,1302.48
C019,1924,2025-05-24,341.4
C085,1925,2025-09-08,681.32
C070,1926,2025-06-06,515.96
C007,1927,2024-03-29,1027.1
C005,1928,2025-02-13,1437.9
C083,1929,2024-08-27,402.73
C010,1930,2024-05-16,1092.49
C057,1931,2024-04-21,722.2
C029,1932,2024-10-21,461.12
C061,1933,2024-08-12,1224.26
C020,1934,2025-03-18,1737.88
C005,1935,2025-01-10,591.27
C079,1936,2024-01-04,977.26
C064,1937,2024-11-27,1780.99
C063,1938,2025-03-10,1646.04
C070,1939,2025-12-29,1686.63
C022,1940,2025-10-03,1697.84
C093,1941,2025-03-28,1683.7
C087,1942,2025-07-11,499.98
C088,1943,2025-08-12,1131.19
C082,1944,2024-01-15,53.87
C002,1945,2025-01-15,641
C054,1946,2025-06-04,1587.58
C012,1947,2024-03-20,485.94
C039,1948,2025-01-09,735.37
C013,1949,2024-09-03,1898.35
C078,1950,2024-02-28,422.74
C008,1951,2024-11-11,1964.54
C083,1952,2025-12-19,336.85
C047,1953,2024-03-11,275.02
C059,1954,2025-03-20,798.42
C024,1955,2024-09-18,644.13
C023,1956,2024-09-25,1437.14
C072,1957,2024-09-28,562.82
C063,1958,2025-10-11,718.04
C026,1959,2025-02-27,842.12
C033,1960,2024-08-18,907.59
C050,1961,2025-05-15,103.79
C078,1962,2024-02-04,1280.7
C034,1963,2025-01-21,1098.27
C060,1964,2025-05-24,1472.2
C014,1965,2025-03-07,1921.75
C052,1966,2025-06-22,162.18
C029,1967,2025-02-02,55.62
C056,1968,2024-11-13,1872.16
C010,1969,2024-07-15,942.22
C075,1970,2024-09-26,1801.7
C056,1971,2024-03-13,926.74
C071,1972,2024-11-08,1699.34
C014,1973,2025-10-28,730.37
C082,1974,2024-10-17,650.44
C091,1975,2025-10-23,1641.83
C099,1976,2024-01-30,366.26
C015,1977,2025-08-24,471.05
C038,1978,2024-12-20,54.32
C072,1979,2024-07-02,350.55
C047,1980,2025-07-01,263.03
C028,1981,2025-05-21,1971.73
C066,1982,2025-10-09,214.59
C066,1983,2024-07-28,470.94
C089,1984,2025-08-21,365.45
C010,1985,2024-10-15,1646.23
C066,1986,2024-02-21,1516.2
C027,1987,2024-12-03,573.45
C054,1988,2024-05-03,81.74
C068,1989,2025-04-15,91.37
C010,1990,2024-02-21,1556.66
C056,1991,2025-11-23,1684.95
C095,1992,2025-05-09,384.62
C036,1993,2025-05-28,249.04
C049,1994,2024-10-23,129.55
C041,1995,2024-03-17,1293.81
C039,1996,2025-01-18,1884.11
C016,1997,2024-09-16,142.65
C066,1998,2024-01-02,87.97
C064,1999,2024-01-27,1708.53
C021,2000,2025-12-13,1883.49
